177	13	PHI	SEA	2011-12-01 20:20:00
178	13	BAL	CLE	2011-12-04 13:00:00
179	13	CIN	PIT	2011-12-04 13:00:00
180	13	CAR	TB	2011-12-04 13:00:00
181	13	KC	CHI	2011-12-04 13:00:00
182	13	NYJ	WAS	2011-12-04 13:00:00
183	13	ATL	HOU	2011-12-04 13:00:00
184	13	OAK	MIA	2011-12-04 13:00:00
185	13	DET	NO	2011-12-04 13:00:00
186	13	TEN	BUF	2011-12-04 13:00:00
187	13	DEN	MIN	2011-12-04 16:05:00
188	13	STL	SF	2011-12-04 16:15:00
189	13	DAL	ARI	2011-12-04 16:15:00
190	13	GB	NYG	2011-12-04 16:15:00
191	13	IND	NE	2011-12-04 20:20:00
192	13	SD	JAX	2011-12-05 20:30:00
193	14	CLE	PIT	2011-12-08 20:20:00
194	14	ATL	CAR	2011-12-11 13:00:00
195	14	MIN	DET	2011-12-11 13:00:00
196	14	OAK	GB	2011-12-11 13:00:00
197	14	TB	JAX	2011-12-11 13:00:00
198	14	PHI	MIA	2011-12-11 13:00:00
199	14	NE	WAS	2011-12-11 13:00:00
200	14	NO	TEN	2011-12-11 13:00:00
201	14	IND	BAL	2011-12-11 13:00:00
202	14	KC	NYJ	2011-12-11 13:00:00
203	14	HOU	CIN	2011-12-11 13:00:00
204	14	SF	ARI	2011-12-11 16:05:00
205	14	CHI	DEN	2011-12-11 16:05:00
206	14	BUF	SD	2011-12-11 16:15:00
207	14	NYG	DAL	2011-12-11 20:20:00
208	14	STL	SEA	2011-12-12 20:30:00
209	15	JAX	ATL	2011-12-15 20:20:00
210	15	DAL	TB	2011-12-17 20:20:00
211	15	MIA	BUF	2011-12-18 13:00:00
212	15	WAS	NYG	2011-12-18 13:00:00
213	15	TEN	IND	2011-12-18 13:00:00
214	15	CAR	HOU	2011-12-18 13:00:00
215	15	GB	KC	2011-12-18 13:00:00
216	15	CIN	STL	2011-12-18 13:00:00
217	15	NO	MIN	2011-12-18 13:00:00
218	15	SEA	CHI	2011-12-18 13:00:00
219	15	DET	OAK	2011-12-18 16:05:00
